EXECTIME 2 1 1 1 219128
EXECTIME 2 1 1 2 351917
EXECTIME 2 1 1 3 482665
EXECTIME 2 1 1 0 465213
EXECTIME 2 3 1 1 349183
EXECTIME 2 3 1 2 482304
EXECTIME 2 3 1 3 613500
EXECTIME 2 3 1 0 613082
EXECTIME 2 2 1 1 351150
EXECTIME 2 2 1 2 483224
EXECTIME 2 2 1 3 614738
EXECTIME 2 2 1 0 614335
EXECTIME 2 1 2 0 82434
EXECTIME 2 1 2 1 82907
EXECTIME 2 1 2 3 83259
EXECTIME 2 1 2 2 83284
EXECTIME 2 3 2 0 230406
EXECTIME 2 3 2 2 231252
EXECTIME 2 3 2 1 232532
EXECTIME 2 3 2 3 233288
EXECTIME 2 2 2 3 233219
EXECTIME 2 2 2 2 233296
EXECTIME 2 2 2 1 234933
EXECTIME 2 2 2 0 235008
