PARTITION 3 1 6 12000 1898
PARTITION 3 1 0 12000 1868
PARTITION 3 1 8 12000 1862
PARTITION 3 1 5 12000 1759
PARTITION 3 1 7 12000 1677
PARTITION 3 1 1 12000 1812
PARTITION 3 1 2 12000 1823
PARTITION 3 1 4 12000 1662
PARTITION 3 1 3 12000 1839
PARTITION 3 3 6 12086 2476
PARTITION 3 3 7 12086 1656
PARTITION 3 3 8 12057 1617
PARTITION 3 3 2 12075 1602
PARTITION 3 3 0 11612 1954
PARTITION 3 3 3 11867 1645
PARTITION 3 3 4 12081 1557
PARTITION 3 3 5 12078 1628
PARTITION 3 3 1 12058 2065
PARTITION 3 2 6 12086 2476
PARTITION 3 2 5 12078 1628
PARTITION 3 2 8 12057 1617
PARTITION 3 2 7 12086 1656
PARTITION 3 2 0 11612 1954
PARTITION 3 2 4 12081 1557
PARTITION 3 2 1 12058 2065
PARTITION 3 2 2 12075 1602
PARTITION 3 2 3 11867 1645
PARTITION 4 1 8 35332 4446
PARTITION 4 1 6 35339 4496
PARTITION 4 1 3 35339 4503
PARTITION 4 1 5 35339 4495
PARTITION 4 1 0 35339 4440
PARTITION 4 1 2 35339 4404
PARTITION 4 1 1 35339 4473
PARTITION 4 1 4 35339 4371
PARTITION 4 1 7 35339 4558
PARTITION 4 3 7 35974 3443
PARTITION 4 3 8 35974 2441
PARTITION 4 3 6 35971 2768
PARTITION 4 3 5 35971 3448
PARTITION 4 3 2 34732 5613
PARTITION 4 3 4 35973 2866
PARTITION 4 3 3 33887 6782
PARTITION 4 3 1 34933 6514
PARTITION 4 3 0 34629 6311

